user_id,show_id,rating
166,s327,4
166,s6521,3
166,s3954,5
166,s914,3
166,s8105,3
166,s5411,4
167,s5429,3
167,s7762,4
167,s1303,5
167,s8436,4
167,s7982,4
167,s928,4
167,s7690,4
167,s4708,4
167,s3579,4
167,s4910,5
167,s4208,3
168,s4644,3
168,s6245,3
168,s7647,5
168,s7695,4
168,s6843,5
168,s6103,4
168,s175,3
168,s7079,3
168,s1627,3
168,s2448,5
168,s2123,3
169,s5305,5
169,s7743,4
169,s3159,4
169,s1492,3
169,s4829,5
169,s8714,4
169,s3895,4
169,s1854,5
169,s2568,4
169,s5331,3
170,s2546,5
170,s32,5
170,s7883,3
170,s5529,3
170,s1958,5
170,s4561,4
170,s6658,5
170,s4071,4
170,s1607,5
170,s619,4
170,s4551,3
171,s5100,3
171,s4297,4
171,s8412,3
171,s5769,3
171,s6162,4
171,s2932,3
171,s968,5
171,s7848,3
171,s3455,3
171,s4675,3
171,s1635,5
172,s263,3
172,s46,3
172,s8623,5
172,s8658,3
172,s7713,3
172,s3380,5
172,s6607,5
172,s8523,5
172,s5267,3
172,s1040,5
172,s6128,5
173,s3957,3
173,s8805,5
173,s8624,4
173,s6508,5
173,s243,4
173,s3765,4
173,s6874,3
173,s2909,4
173,s7026,4
173,s442,5
173,s3525,5
174,s4530,5
174,s2107,3
174,s3551,4
174,s8787,5
174,s6254,4
174,s7493,5
174,s4991,5
174,s3246,4
174,s3680,3
174,s6239,3
174,s2153,3
175,s5061,4
175,s5733,4
175,s5035,3
175,s6599,5
175,s3794,5
175,s1936,5
175,s4235,5
175,s5640,5
175,s3278,5
175,s8002,3
175,s6157,3
176,s6502,5
176,s7748,4
176,s7126,5
176,s6088,5
176,s229,3
176,s2867,5
176,s953,3
176,s1906,3
176,s758,5
176,s7673,4
177,s4776,4
177,s2289,5
177,s1921,3
177,s1147,4
177,s6116,3
177,s2003,4
177,s2515,4
177,s6636,3
177,s1061,5
177,s8439,4
177,s1629,3
178,s2074,5
178,s8094,4
178,s7778,3
178,s2179,4
178,s8784,5
178,s4652,3
178,s4858,3
178,s5641,5
178,s5398,3
178,s4870,4
178,s3272,3
179,s4901,3
179,s7121,4
179,s1814,4
179,s6865,4
179,s4847,5
179,s8636,4
179,s4772,4
179,s6702,5
179,s6359,5
179,s6881,4
179,s1818,4
180,s3256,3
180,s701,3
180,s4909,4
180,s1929,4
180,s5883,3
180,s1659,4
180,s4,3
180,s8654,5
180,s6358,5
180,s224,4
180,s1004,5
181,s8605,5
181,s4606,5
181,s906,3
181,s8687,3
181,s628,5
181,s5599,5
181,s1335,5
181,s2142,4
181,s966,3
181,s3738,4
181,s777,3
182,s3051,4
182,s8260,5
182,s5246,4
182,s6744,5
182,s297,4
182,s3977,4
182,s2942,4
182,s3966,5
182,s7382,3
183,s5059,4
183,s564,3
183,s5430,5
183,s5649,5
183,s6077,3
183,s7635,4
183,s3449,4
183,s2484,3
183,s2489,5
183,s1288,5
183,s5631,3
184,s3936,3
184,s5752,5
184,s8626,3
184,s4989,4
184,s7647,3
184,s2711,4
184,s7416,3
184,s6178,5
184,s8278,5
184,s2067,4
184,s632,3
185,s831,3
185,s7985,3
185,s2995,4
185,s98,5
185,s249,3
185,s3041,4
185,s4369,5
185,s1430,5
185,s1366,3
185,s3937,3
185,s4488,3
186,s7285,3
186,s4331,4
186,s5038,5
186,s2593,4
186,s3477,5
186,s2196,5
186,s8090,4
186,s8292,3
186,s6601,4
186,s7378,5
186,s8427,3
187,s8354,5
187,s6743,3
187,s3887,4
187,s5846,4
187,s6673,5
187,s5480,4
187,s7748,3
187,s2784,3
187,s6162,4
187,s4120,5
188,s6181,3
188,s4684,5
188,s1119,4
188,s7721,4
188,s4315,5
188,s5905,5
188,s2114,5
188,s5074,4
188,s7685,5
188,s2562,3
189,s6425,4
189,s1580,4
189,s5035,4
189,s3882,4
189,s3048,3
189,s3600,3
189,s3552,5
189,s3686,4
189,s401,3
189,s1173,3
189,s2850,5
190,s7039,5
190,s1455,3
190,s4712,4
190,s1991,5
190,s5288,4
190,s6573,3
190,s6356,5
190,s8383,3
190,s6786,5
190,s2379,5
191,s124,3
191,s7244,4
191,s2954,5
191,s3338,4
191,s6033,5
191,s4330,4
191,s8513,4
191,s5181,5
191,s876,4
191,s3556,3
191,s4047,5
192,s5511,5
192,s392,3
192,s887,5
192,s8187,3
192,s4834,3
192,s5015,4
192,s4811,5
192,s6345,3
192,s2362,4
192,s5946,3
193,s1339,3
193,s1461,4
193,s18,5
193,s7055,3
193,s8210,4
193,s1642,4
193,s4090,3
193,s4552,4
193,s8023,4
193,s2358,3
193,s2433,4
194,s831,3
194,s8022,4
194,s5857,5
194,s4819,3
194,s1594,3
194,s5104,5
194,s2523,5
194,s5275,5
194,s1080,4
194,s3302,3
194,s7863,3
195,s1731,4
195,s750,4
195,s4571,4
195,s2389,4
195,s1096,5
195,s324,4
195,s7082,5
195,s1449,4
195,s267,3
195,s3879,5
195,s2992,5
196,s806,3
196,s3881,3
196,s3149,3
196,s4537,3
196,s849,4
196,s8190,4
196,s5357,5
196,s3250,4
196,s1378,4
196,s4816,5
197,s1420,5
197,s8689,3
197,s4567,3
197,s2688,5
197,s7730,4
197,s7828,5
197,s4798,4
197,s1896,4
197,s6293,3
197,s5248,5
197,s7808,3
198,s6465,3
198,s3768,4
198,s61,5
198,s8238,3
198,s6050,5
198,s8595,3
198,s7072,5
198,s8467,4
198,s57,5
198,s4140,3
198,s327,4
199,s2704,5
199,s3788,4
199,s3104,3
199,s37,5
199,s6952,4
199,s3002,4
199,s167,3
199,s632,5
199,s8712,5
199,s3460,3
199,s3850,3
200,s8059,5
200,s8235,5
200,s8439,4
200,s5399,4
200,s8712,3
200,s2498,5
200,s7536,3
200,s4172,3
200,s8300,3
200,s2978,5
200,s640,3
